Generate Time,Source address,Source User,Action,Application,URL,Destination Port,Bytes Received,Bytes Sent
2020/06/10 00:00:00,10.0.5.93,Jovani@contoso.com,allow,http,www.clearbooks.co.uk,80,3306,2727
2020/06/10 00:00:00,10.0.5.93,Kinsley@contoso.com,allow,http,www.clearbooks.co.uk,80,3306,2727
2020/06/10 00:00:00,10.0.4.166,Trenton@contoso.com,allow,http,www.clearbooks.co.uk,80,3306,2727
2020/06/09 00:00:00,10.0.10.178,Cindy@contoso.com,allow,http,www.clearbooks.co.uk,80,3306,2727
2020/06/09 00:00:00,10.0.4.12,Yesenia@contoso.com,allow,http,www.clearbooks.co.uk,80,3306,2727
2020/06/09 00:00:00,10.0.10.178,Cristiano@contoso.com,allow,http,www.clearbooks.co.uk,80,3306,2727
2020/06/08 00:00:00,10.0.1.48,Johnathan@fabrikam.com,allow,http,www.clearbooks.co.uk,80,3306,2727
2020/06/08 00:00:00,10.0.6.201,Fletcher@contoso.com,allow,http,www.clearbooks.co.uk,80,3306,2727
2020/06/08 00:00:00,10.0.6.201,Giuliana@contoso.com,allow,http,www.clearbooks.co.uk,80,3306,2727
2020/06/08 00:00:00,10.0.6.201,Helen@contoso.com,allow,http,www.clearbooks.co.uk,80,3306,2727
2020/06/08 00:00:00,10.0.6.201,Devan@fabrikam.com,allow,http,www.clearbooks.co.uk,80,3306,2727
2020/06/10 00:00:00,10.0.9.213,Steven@contoso.com,allow,http,mc.tune.com,80,3306,2727
2020/06/10 00:00:00,10.0.8.71,Jaylen@fabrikam.com,allow,http,mc.tune.com,80,3306,2727
2020/06/10 00:00:00,10.0.5.150,Kingsley@contoso.com,allow,http,mc.tune.com,80,3306,2727
2020/06/10 00:00:00,10.0.8.71,Marquis@contoso.com,allow,http,mc.tune.com,80,3306,2727
2020/06/09 00:00:00,10.0.5.129,Draven@contoso.com,allow,http,mc.tune.com,80,3306,2727
2020/06/09 00:00:00,10.0.4.104,Selah@contoso.com,allow,http,mc.tune.com,80,3306,2727
2020/06/09 00:00:00,10.0.1.108,Rodrigo@contoso.com,allow,http,mc.tune.com,80,3306,2727
2020/06/09 00:00:00,10.0.5.129,Aaron@contoso.com,allow,http,mc.tune.com,80,3306,2727
2020/06/09 00:00:00,10.0.10.26,Damion@contoso.com,allow,http,mc.tune.com,80,3306,2727
2020/06/08 00:00:00,10.0.4.22,Kamden@contoso.com,allow,http,mc.tune.com,80,3306,2727
2020/06/08 00:00:00,10.0.10.168,Christine@fabrikam.com,allow,http,mc.tune.com,80,3306,2727
2020/06/08 00:00:00,10.0.1.101,Walsh@contoso.com,allow,http,mc.tune.com,80,3306,2727
2020/06/08 00:00:00,10.0.10.168,Trenton@fabrikam.com,allow,http,mc.tune.com,80,3306,2727
2020/06/08 00:00:00,10.0.1.101,Jude@contoso.com,allow,http,mc.tune.com,80,3306,2727
2020/06/10 00:00:00,10.0.4.223,Georgia@contoso.com,allow,http,insights.newrelic.com,80,3306,2727
2020/06/10 00:00:00,10.0.4.223,Callan@contoso.com,allow,http,insights.newrelic.com,80,3306,2727
2020/06/10 00:00:00,10.0.4.67,Gavyn@fabrikam.com,allow,http,insights.newrelic.com,80,3306,2727
2020/06/09 00:00:00,10.0.2.3,Braylin@contoso.com,allow,http,insights.newrelic.com,80,3306,2727
2020/06/09 00:00:00,10.0.7.41,Aubri@contoso.com,allow,http,insights.newrelic.com,80,3306,2727
2020/06/09 00:00:00,10.0.1.162,Bradyn@contoso.com,allow,http,insights.newrelic.com,80,3306,2727
2020/06/09 00:00:00,10.0.2.3,Carlos@contoso.com,allow,http,insights.newrelic.com,80,3306,2727
2020/06/09 00:00:00,10.0.1.162,Rodger@contoso.com,allow,http,insights.newrelic.com,80,3306,2727
2020/06/08 00:00:00,10.0.6.84,Hugh@fabrikam.com,allow,http,insights.newrelic.com,80,3306,2727
2020/06/08 00:00:00,10.0.6.134,Saniya@fabrikam.com,allow,http,insights.newrelic.com,80,3306,2727
2020/06/08 00:00:00,10.0.6.134,Lydia@contoso.com,allow,http,insights.newrelic.com,80,3306,2727
2020/06/10 00:00:00,10.0.10.78,Soren@contoso.com,allow,http,www.xero.com,80,3306,2727
2020/06/10 00:00:00,10.0.10.78,Braylin@fabrikam.com,allow,http,www.xero.com,80,3306,2727
2020/06/10 00:00:00,10.0.10.78,Abdiel@contoso.com,allow,http,www.xero.com,80,3306,2727
2020/06/09 00:00:00,10.0.4.165,Jake@contoso.com,allow,http,www.xero.com,80,3306,2727
2020/06/09 00:00:00,10.0.3.101,Selah@contoso.com,allow,http,www.xero.com,80,3306,2727
2020/06/09 00:00:00,10.0.9.69,Yesenia@contoso.com,allow,http,www.xero.com,80,3306,2727
2020/06/09 00:00:00,10.0.4.165,Grace@fabrikam.com,allow,http,www.xero.com,80,3306,2727
2020/06/08 00:00:00,10.0.9.120,Rory@contoso.com,allow,http,www.xero.com,80,3306,2727
2020/06/08 00:00:00,10.0.4.231,Samara@contoso.com,allow,http,www.xero.com,80,3306,2727
